addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
강원특별자치도 원주시 봉화로 1 (단계동),4층,,,,,4024938,38,20260225195316,https://tong.visitkorea.or.kr/cms/resource/46/4044646_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4044646_image3_1.jpg,Type3,127.927649555629,37.345730271733,,20260330091611,,,갤럭시 AK플라자 원주점,26437,1,51,130,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,1층,,,,,2925830,38,20221031144105,https://tong.visitkorea.or.kr/cms/resource/82/4021282_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/4021282_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260319094959,,,갤럭시 로가디스 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
인천광역시 연수구 송도국제대로 123 (송도동),,,,,,2928141,38,20221031163931,https://tong.visitkorea.or.kr/cms/resource/91/4021091_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4021091_image3_1.jpg,Type3,126.657917047216,37.3816291013573,6,20260319094959,,,갤럭시 로가디스 현대프리미엄아울렛 송도점,21984,1,28,185,SH,SH04,SH040300
경기도 광명시 일직로 17 (일직동),4층,,,,,4025302,38,20260226225544,https://tong.visitkorea.or.kr/cms/resource/59/4042559_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/59/4042559_image3_1.JPG,Type3,126.882779952497,37.4243110028905,,20260327092150,,,갤럭시 롯데몰 광명점,14352,1,41,210,SH,SH04,SH040300
서울특별시 강남구 도곡로 401 (대치동),5층,,,,,2925676,38,20221030224120,https://tong.visitkorea.or.kr/cms/resource/86/4018686_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/4018686_image3_1.jpg,Type3,127.053254695846,37.496979324799,6,20260327092150,,,갤럭시 롯데백화점 강남점,06206,1,11,680,SH,SH04,SH040300
서울특별시 광진구 능동로 92 (자양동),6층,,,,,2918406,38,20221030181101,https://tong.visitkorea.or.kr/cms/resource/52/4017352_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/52/4017352_image3_1.jpg,Type3,127.071432147214,37.5390373908314,6,20260330091611,,02-2218-3613,갤럭시 롯데백화점 건대스타시티점,05065,1,11,215,SH,SH04,SH040300
서울특별시 관악구 봉천로 209 (봉천동),4층,,,,,2926574,38,20221030193238,https://tong.visitkorea.or.kr/cms/resource/70/4017370_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/4017370_image3_1.jpg,Type3,126.924981674031,37.4904954867064,6,20260316103559,,02-3289-8442,갤럭시 롯데백화점 관악점,08708,1,11,620,SH,SH04,SH040300
부산광역시 중구 중앙대로 2 (중앙동7가),6층,,,,,2917484,38,20221030214116,https://tong.visitkorea.or.kr/cms/resource/00/4018700_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/00/4018700_image3_1.jpg,Type3,129.036632251021,35.0979848964696,6,20260316105417,,051-678-3623,갤럭시 롯데백화점 광복점,48944,1,26,110,SH,SH04,SH040300
경기도 구리시 경춘로 261 (인창동),4층,,,,,4011059,38,20260204123330,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image3_1.JPG,Type3,127.143796142875,37.6027360022071,,20260326092041,,,갤럭시 롯데백화점 구리점,11922,1,41,310,SH,SH04,SH040300
서울특별시 강서구 하늘길 지하77 (방화동),4층,,,,,2922404,38,20221030223605,https://tong.visitkorea.or.kr/cms/resource/81/4018981_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4018981_image3_1.jpg,Type3,126.801278424065,37.562313207852,6,20260327092150,,,갤럭시 롯데백화점 김포공항점,07505,1,11,500,SH,SH04,SH040300
서울특별시 노원구 동일로 1414 (상계동),5층,,,,,2917614,38,20221030223516,https://tong.visitkorea.or.kr/cms/resource/68/4018268_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/4018268_image3_1.jpg,Type3,127.061391730931,37.6552787315469,6,20260327092150,,,갤럭시 롯데백화점 노원점,01695,1,11,350,SH,SH04,SH040300
서울특별시 강북구 도봉로 62 (미아동),6층,,,,,2926576,38,20221030234553,https://tong.visitkorea.or.kr/cms/resource/10/4020210_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4020210_image3_1.jpg,Type3,127.030517678336,37.6145929759749,6,20260327092150,,,갤럭시 롯데백화점 미아점,01215,1,11,305,SH,SH04,SH040300
서울특별시 중구 남대문로 81 (소공동),6층,,,,,2922431,38,20221030223629,https://tong.visitkorea.or.kr/cms/resource/71/4041971_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/4041971_image3_1.jpg,Type3,126.981730421825,37.5647299033135,6,20260325093432,,,갤럭시 롯데백화점 본점,04533,1,11,140,SH,SH04,SH040300
경기도 안산시 단원구 고잔1길 12 (고잔동),본관 4층,,,,,2903218,38,20221030195438,https://tong.visitkorea.or.kr/cms/resource/41/4018041_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/41/4018041_image3_1.jpg,Type3,126.834500352801,37.3180026223813,6,20260327092150,,,갤럭시 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
경기도 고양시 일산동구 중앙로 1283 (장항동),6층,,,,,4025285,38,20260226205751,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image3_1.jpg,Type3,126.77212625922,37.6604717553584,,20260330091611,,,갤럭시 롯데백화점 일산점,10401,1,41,285,SH,SH04,SH040300
서울특별시 동대문구 왕산로 214 (전농동),5층,,,,,2918407,38,20221030223530,https://tong.visitkorea.or.kr/cms/resource/23/4017423_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/23/4017423_image3_1.jpg,Type3,127.05114503929,37.584197400389,6,20260316103559,,,갤럭시 롯데백화점 청량리점,02555,1,11,230,SH,SH04,SH040300
경기도 안양시 동안구 시민대로 180 (호계동),4층,,,,,2918608,38,20221030160513,https://tong.visitkorea.or.kr/cms/resource/09/4019809_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4019809_image3_1.jpg,Type3,126.950178643649,37.390002179095,6,20260327092150,,,갤럭시 롯데백화점 평촌점,14073,1,41,173,SH,SH04,SH040300
경상남도 김해시 장유로 469 (신문동),2층,,,,,2917374,38,20221031134007,https://tong.visitkorea.or.kr/cms/resource/86/4023386_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/4023386_image3_1.jpg,Type3,128.829596369018,35.1850621204763,6,20260318101005,,,갤럭시 롯데프리미엄아울렛 김해점,51011,1,48,250,SH,SH04,SH040300
부산광역시 기장군 기장읍 기장해안로 147,,,,,,2903693,38,20221031095748,https://tong.visitkorea.or.kr/cms/resource/76/4022876_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/76/4022876_image3_1.jpg,Type3,129.212495349946,35.1923229796397,6,20260318101005,,051-901-2513,갤럭시 롯데프리미엄아울렛 동부산점,46084,1,26,710,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),2층,,,,,2918486,38,20221031151108,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6,20260327092150,,,갤럭시 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
경상남도 김해시 김해대로 2232 (외동),3층,,,,,2929094,38,20221030173655,https://tong.visitkorea.or.kr/cms/resource/30/4019430_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/30/4019430_image3_1.jpg,Type3,128.872242572055,35.2293396295983,6,20260327092150,,,갤럭시 신세계백화점 김해점,50938,1,48,250,SH,SH04,SH040300
서울특별시 중구 소공로 63 (충무로1가),5층,,,,,2918461,38,20221030223546,https://tong.visitkorea.or.kr/cms/resource/54/4020054_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/54/4020054_image3_1.jpg,Type3,126.980979034083,37.560919019936,6,20260327092150,,,갤럭시 신세계백화점 본점,04530,1,11,140,SH,SH04,SH040300
경기도 용인시 수지구 포은대로 536 (죽전동),5층,,,,,4011845,38,20260204214933,https://tong.visitkorea.or.kr/cms/resource/57/4043357_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/57/4043357_image3_1.JPG,Type3,127.108118540886,37.3249887152059,,20260327092150,,,갤럭시 신세계백화점 사우스시티점,16896,1,41,465,SH,SH04,SH040300
부산광역시 해운대구 센텀남대로 35 (우동),5층,,,,,2917367,38,20221030173158,https://tong.visitkorea.or.kr/cms/resource/92/4019292_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/92/4019292_image3_1.jpg,Type3,129.129523260187,35.1688178394069,6,20260327092150,,051-745-2820,갤럭시 신세계백화점 센텀시티점,48058,1,26,350,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,2918546,38,20221031145306,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260326092041,,,갤럭시 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
경기도 수원시 권선구 세화로 134 (서둔동),4층,,,,,2925515,38,20221031180417,https://tong.visitkorea.or.kr/cms/resource/97/4019197_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4019197_image3_1.jpg,Type3,126.997385539043,37.264162726921,6,20260327092150,,,갤럭시 타임빌라스 수원점,16621,1,41,113,SH,SH04,SH040300
"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온)",B1층,,,,,2922391,38,20221030192703,https://tong.visitkorea.or.kr/cms/resource/50/4018250_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/4018250_image3_1.jpg,Type3,126.874619136454,37.5273217750941,6,20260327092150,,,갤럭시 현대백화점 목동점,07998,1,11,470,SH,SH04,SH040300
서울특별시 성북구 동소문로 315 (길음동),5층,,,,,4025811,38,20260227114938,https://tong.visitkorea.or.kr/cms/resource/97/4042597_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4042597_image3_1.jpg,Type3,127.028778310047,37.608448037052,,20260326092041,,,갤럭시 현대백화점 미아점,02732,1,11,290,SH,SH04,SH040300
충청북도 청주시 흥덕구 직지대로 308 (복대동),4층,,,,,4026926,38,20260228135149,https://tong.visitkorea.or.kr/cms/resource/59/4042159_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/59/4042159_image3_1.png,Type3,127.426560206577,36.6448651780226,,20260327092150,,,갤럭시 현대백화점 충청점,28424,1,43,113,SH,SH04,SH040300
경기도 수원시 팔달구 덕영대로 924 (매산로1가),4층,,,,,2924770,38,20221031154540,https://tong.visitkorea.or.kr/cms/resource/81/4019481_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4019481_image3_1.jpg,Type3,127.000179930083,37.2655920786365,6,20260319094959,,,갤럭시라이프스타일 AK백화점 수원점,16622,1,41,115,SH,SH04,SH040300
대전광역시 서구 대덕대로 211 (둔산동),6층,,,,,2926580,38,20221030203545,https://tong.visitkorea.or.kr/cms/resource/13/4019413_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/4019413_image3_1.jpg,Type3,127.378167047167,36.3519543043064,6,20260319094959,,,갤럭시라이프스타일 갤러리아백화점 타임월드점,35229,1,30,170,SH,SH04,SH040300
서울특별시 강남구 도곡로 401 (대치동),5층,,,,,2927063,38,20221030191257,https://tong.visitkorea.or.kr/cms/resource/85/4018685_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/4018685_image3_1.jpg,Type3,127.053254695846,37.496979324799,6,20260327092150,,,갤럭시라이프스타일 롯데백화점 강남점,06206,1,11,680,SH,SH04,SH040300
서울특별시 광진구 능동로 92 (자양동),6층,,,,,2918393,38,20221030181056,https://tong.visitkorea.or.kr/cms/resource/45/4017345_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/45/4017345_image3_1.jpg,Type3,127.071432147214,37.5390373908314,6,20260330091611,,02-2218-3723,갤럭시라이프스타일 롯데백화점 건대스타시티점,05065,1,11,215,SH,SH04,SH040300
서울특별시 관악구 봉천로 209 (봉천동),4층,,,,,2926573,38,20221030193215,https://tong.visitkorea.or.kr/cms/resource/71/4017371_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/4017371_image3_1.jpg,Type3,126.924981674031,37.4904954867064,6,20260316103559,,02-3289-8483,갤럭시라이프스타일 롯데백화점 관악점,08708,1,11,620,SH,SH04,SH040300
부산광역시 중구 중앙대로 2 (중앙동7가),6층,,,,,2922433,38,20221030214127,https://tong.visitkorea.or.kr/cms/resource/99/4018699_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/4018699_image3_1.jpg,Type3,129.036632251021,35.0979848964696,6,20260316105417,,051-678-3661,갤럭시라이프스타일 롯데백화점 광복점,48944,1,26,110,SH,SH04,SH040300
경기도 구리시 경춘로 261 (인창동),4층,,,,,2926529,38,20221030224210,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image3_1.jpg,Type3,127.143796142875,37.6027360022071,6,20260327092150,,,갤럭시라이프스타일 롯데백화점 구리점,11922,1,41,310,SH,SH04,SH040300
서울특별시 중구 남대문로 81 (소공동),6층,,,,,2929208,38,20221030223620,https://tong.visitkorea.or.kr/cms/resource/13/4020013_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/4020013_image3_1.jpg,Type3,126.981730421825,37.5647299033135,6,20260327092150,,,갤럭시라이프스타일 롯데백화점 본점,04533,1,11,140,SH,SH04,SH040300
경기도 안산시 단원구 고잔1길 12 (고잔동),본관 4층,,,,,2903176,38,20221030195412,https://tong.visitkorea.or.kr/cms/resource/48/4018048_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/48/4018048_image3_1.jpg,Type3,126.834500352801,37.3180026223813,6,20260327092150,,,갤럭시라이프스타일 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
서울특별시 동대문구 왕산로 214 (전농동),5층,,,,,2918409,38,20221030223535,https://tong.visitkorea.or.kr/cms/resource/24/4017424_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4017424_image3_1.jpg,Type3,127.05114503929,37.584197400389,6,20260316103559,,,갤럭시라이프스타일 롯데백화점 청량리점,02555,1,11,230,SH,SH04,SH040300
대구광역시 동구 동부로 149 (신천동),2층,,,,,2929314,38,20221030170846,https://tong.visitkorea.or.kr/cms/resource/97/4042797_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4042797_image3_1.jpg,Type3,128.629190024219,35.8779406718693,6,20260326092041,,,갤럭시라이프스타일 신세계백화점 대구점,41229,1,27,140,SH,SH04,SH040300
부산광역시 해운대구 센텀남대로 35 (우동),5층,,,,,2914261,38,20221030173442,https://tong.visitkorea.or.kr/cms/resource/93/4019293_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4019293_image3_1.jpg,Type3,129.129523260187,35.1688178394069,6,20260327092150,,051-745-2821,갤럭시라이프스타일 신세계백화점 센텀시티점,48058,1,26,350,SH,SH04,SH040300
경기도 의정부시 평화로 525 (의정부동),7층,,,,,2918713,38,20221030170031,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image3_1.jpg,Type3,127.0458721684,37.7379562781405,6,20260327092150,,,갤럭시라이프스타일 신세계백화점 의정부점,11696,1,41,150,SH,SH04,SH040300
경기도 수원시 권선구 세화로 134 (서둔동),4층,,,,,2925518,38,20221030161731,https://tong.visitkorea.or.kr/cms/resource/98/4019198_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4019198_image3_1.jpg,Type3,126.997385539043,37.264162726921,6,20260327092150,,,갤럭시라이프스타일 타임빌라스 수원점,16621,1,41,113,SH,SH04,SH040300
대구광역시 중구 달구벌대로 2077 (계산동2가),,,,,,2917487,38,20221030204210,https://tong.visitkorea.or.kr/cms/resource/25/4020225_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/25/4020225_image3_1.jpg,Type3,128.590625718585,35.8666296004242,6,20260327092150,,,갤럭시라이프스타일 현대백화점 더현대 대구,41936,1,27,110,SH,SH04,SH040300
"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온)",B1층,,,,,2922390,38,20221030192652,https://tong.visitkorea.or.kr/cms/resource/49/4018249_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/4018249_image3_1.jpg,Type3,126.874619136454,37.5273217750941,6,20260327092150,,,갤럭시라이프스타일 현대백화점 목동점,07998,1,11,470,SH,SH04,SH040300
충청북도 청주시 흥덕구 직지대로 308 (복대동),4층,,,,,2917542,38,20221031014431,https://tong.visitkorea.or.kr/cms/resource/46/4041946_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4041946_image3_1.jpg,Type3,127.426560206577,36.6448651780226,6,20260325093432,,,갤럭시라이프스타일 현대백화점 충청점,28424,1,43,113,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),6층,,,,,3305424,38,20240201170711,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6,20260327092150,,,갤럭시라이프스타일 현대백화점 킨텍스점,10391,1,41,287,SH,SH04,SH040300
서울특별시 중구 장충단로13길 20 (을지로6가),6층,,,,,3306920,38,20240202143728,https://tong.visitkorea.or.kr/cms/resource/96/4023896_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/96/4023896_image3_1.jpg,Type3,127.007666479829,37.568734553218,6,20260319053855,,,갤럭시라이프스타일 현대아울렛 동대문점,04563,1,11,140,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),,,,,,2902043,38,20221031141300,https://tong.visitkorea.or.kr/cms/resource/58/4021758_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/58/4021758_image3_1.jpg,Type3,127.121283960956,37.2255419641124,6,20260318101005,,,갤럭시아울렛 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
서울특별시 송파구 충민로 66 (문정동),4층,,,,,2924240,38,20221031003616,https://tong.visitkorea.or.kr/cms/resource/88/4018188_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/88/4018188_image3_1.jpg,Type3,127.124961768886,37.4776148442516,6,20260318101005,,,갤럭시아울렛 현대아울렛 가든파이브점,05838,1,11,710,SH,SH04,SH040300
서울특별시 성동구 고산자로 71 (성수동1가),,1,A02,A0203,A02030400,3440844,12,20241210133055,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image3_1.jpg,Type1,127.0361052512,37.5457465853,6,20251105090722,16,0507-1357-8670,거꾸로하우스,04771,0,11,200,EX,EX07,EX070200
서울특별시 서초구 방배천로4안길 48 (방배동),,1,A05,A0502,A05020900,3458242,39,20241223161912,http://tong.visitkorea.or.kr/cms/resource/38/3455538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3455538_image3_1.jpg,Type1,126.9834341209,37.4802532466,6,20250108150132,15,,거북이,06691,0,,,,,
